hour;avgTip;stdDevTip;popPayment;perc_PU1;perc_PU2;perc_PU3;perc_PU4;perc_PU5;perc_PU6;perc_PU7;perc_PU8;perc_PU9;perc_PU10;perc_PU11;perc_PU12;perc_PU13;perc_PU14;perc_PU15;perc_PU16;perc_PU17;perc_PU18;perc_PU19;perc_PU20;perc_PU21;perc_PU22;perc_PU23;perc_PU24;perc_PU25;perc_PU26;perc_PU27;perc_PU28;perc_PU29;perc_PU30;perc_PU31;perc_PU32;perc_PU33;perc_PU34;perc_PU35;perc_PU36;perc_PU37;perc_PU38;perc_PU39;perc_PU40;perc_PU41;perc_PU42;perc_PU43;perc_PU44;perc_PU45;perc_PU46;perc_PU47;perc_PU48;perc_PU49;perc_PU50;perc_PU51;perc_PU52;perc_PU53;perc_PU54;perc_PU55;perc_PU56;perc_PU57;perc_PU58;perc_PU59;perc_PU60;perc_PU61;perc_PU62;perc_PU63;perc_PU64;perc_PU65;perc_PU66;perc_PU67;perc_PU68;perc_PU69;perc_PU70;perc_PU71;perc_PU72;perc_PU73;perc_PU74;perc_PU75;perc_PU76;perc_PU77;perc_PU78;perc_PU79;perc_PU80;perc_PU81;perc_PU82;perc_PU83;perc_PU84;perc_PU85;perc_PU86;perc_PU87;perc_PU88;perc_PU89;perc_PU90;perc_PU91;perc_PU92;perc_PU93;perc_PU94;perc_PU95;perc_PU96;perc_PU97;perc_PU98;perc_PU99;perc_PU100;perc_PU101;perc_PU102;perc_PU103;perc_PU104;perc_PU105;perc_PU106;perc_PU107;perc_PU108;perc_PU109;perc_PU110;perc_PU111;perc_PU112;perc_PU113;perc_PU114;perc_PU115;perc_PU116;perc_PU117;perc_PU118;perc_PU119;perc_PU120;perc_PU121;perc_PU122;perc_PU123;perc_PU124;perc_PU125;perc_PU126;perc_PU127;perc_PU128;perc_PU129;perc_PU130;perc_PU131;perc_PU132;perc_PU133;perc_PU134;perc_PU135;perc_PU136;perc_PU137;perc_PU138;perc_PU139;perc_PU140;perc_PU141;perc_PU142;perc_PU143;perc_PU144;perc_PU145;perc_PU146;perc_PU147;perc_PU148;perc_PU149;perc_PU150;perc_PU151;perc_PU152;perc_PU153;perc_PU154;perc_PU155;perc_PU156;perc_PU157;perc_PU158;perc_PU159;perc_PU160;perc_PU161;perc_PU162;perc_PU163;perc_PU164;perc_PU165;perc_PU166;perc_PU167;perc_PU168;perc_PU169;perc_PU170;perc_PU171;perc_PU172;perc_PU173;perc_PU174;perc_PU175;perc_PU176;perc_PU177;perc_PU178;perc_PU179;perc_PU180;perc_PU181;perc_PU182;perc_PU183;perc_PU184;perc_PU185;perc_PU186;perc_PU187;perc_PU188;perc_PU189;perc_PU190;perc_PU191;perc_PU192;perc_PU193;perc_PU194;perc_PU195;perc_PU196;perc_PU197;perc_PU198;perc_PU199;perc_PU200;perc_PU201;perc_PU202;perc_PU203;perc_PU204;perc_PU205;perc_PU206;perc_PU207;perc_PU208;perc_PU209;perc_PU210;perc_PU211;perc_PU212;perc_PU213;perc_PU214;perc_PU215;perc_PU216;perc_PU217;perc_PU218;perc_PU219;perc_PU220;perc_PU221;perc_PU222;perc_PU223;perc_PU224;perc_PU225;perc_PU226;perc_PU227;perc_PU228;perc_PU229;perc_PU230;perc_PU231;perc_PU232;perc_PU233;perc_PU234;perc_PU235;perc_PU236;perc_PU237;perc_PU238;perc_PU239;perc_PU240;perc_PU241;perc_PU242;perc_PU243;perc_PU244;perc_PU245;perc_PU246;perc_PU247;perc_PU248;perc_PU249;perc_PU250;perc_PU251;perc_PU252;perc_PU253;perc_PU254;perc_PU255;perc_PU256;perc_PU257;perc_PU258;perc_PU259;perc_PU260;perc_PU261;perc_PU262;perc_PU263;perc_PU264;perc_PU265
2021-12-06 21:00:00.0;2.721793775649787;2.8655943723970494;1;0;0;0;0;0;0;0.000171;0;0;0.000513;0;0.000171;0.004446;0;0;0;0.000171;0;0;0;0;0.000342;0;0.00171;0.000342;0;0;0;0;0;0;0;0.000855;0;0;0;0;0;0;0;0.001539;0;0.011115;0;0.001539;0;0;0.031122;0;0.005643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000342;0.000513;0;0.028386;0.000171;0.003078;0;0;0;0.000855;0.004104;0.000171;0;0;0.025479;0;0;0;0;0;0;0.000171;0.004104;0.001539;0;0.017784;0;0;0.000342;0;0.000342;0;0.000513;0;0;0.016587;0;0;0;0;0;0;0.027531;0;0;0;0;0;0.015561;0.017442;0;0;0;0;0;0;0;0;0;0;0.005643;0;0;0;0;0;0;0.060534;0;0;0;0;0.008379;0.021375;0;0.012996;0.024624;0.041724;0.005985;0.008721;0.000342;0;0;0.006498;0;0;0.006498;0.000513;0;0;0;0;0;0.007524;0;0;0.056088;0.040869;0.043092;0.021717;0;0.004104;0;0;0;0.031806;0;0;0;0;0;0;0;0;0;0;0.000513;0;0;0;0;0.029241;0;0;0.000171;0;0;0;0.000684;0;0;0;0;0.000171;0;0;0;0;0;0;0;0;0;0;0.001197;0;0.009918;0;0;0;0;0;0;0;0;0;0;0;0.000513;0.001026;0;0.000171;0;0;0.01881;0.04959;0.014535;0.000513;0.012312;0.029754;0;0.028899;0.053181;0.018126;0.026505;0;0;0;0.000171;0.000513;0;0.01197;0.000171;0;0.025479;0;0;0;0;0;0.000342;0.000171;0;0;0;0;0.003078;0.006156;0.013509;0.008208;0.000684
2021-12-06 22:00:00.0;2.6844850361197046;2.883327577489114;1;0;0;0;0.001032;0;0;0.000206;0;0;0.000413;0;0;0.00289;0;0;0;0.000206;0;0;0;0;0.000206;0;0.000826;0.000206;0;0;0.000206;0;0;0;0;0.000619;0;0;0;0;0;0;0;0.001445;0.000619;0.009494;0;0.000826;0;0.000206;0.032405;0;0.003922;0.000206;0.000413;0;0;0;0;0;0;0;0;0;0.000413;0;0;0.000206;0.000206;0;0.028896;0;0.003096;0;0;0;0.001445;0.003302;0.000206;0;0;0.028277;0.000206;0;0.000413;0;0;0;0;0.003302;0.001238;0;0.014861;0;0;0;0;0.000206;0;0.000413;0;0;0.016305;0;0;0;0;0;0;0.026419;0;0;0;0;0.000206;0.015273;0.019401;0;0.000206;0;0;0;0;0;0;0;0;0.007843;0;0;0;0.000206;0;0;0.054902;0;0;0;0;0.009494;0.049536;0;0.008669;0.020433;0.038596;0.003922;0.011146;0.000206;0.000413;0;0.013003;0;0;0.003715;0.000826;0;0;0;0;0;0.007637;0;0;0.04871;0.032817;0.037564;0.026213;0;0.002477;0;0.000206;0;0.031579;0;0;0;0;0;0;0;0;0;0;0.001238;0;0;0;0;0.042724;0;0;0;0;0;0;0.000206;0;0;0;0;0.000206;0;0;0;0;0;0;0;0;0;0;0.001445;0;0.00805;0;0;0;0;0;0;0;0.000206;0;0;0;0;0.000619;0;0.000413;0;0;0.023529;0.0516;0.016305;0.000206;0.012178;0.03323;0;0.023117;0.047472;0.013829;0.020846;0;0;0;0.000206;0;0;0.009907;0;0;0.032611;0;0;0;0;0;0.000206;0;0;0;0;0;0.003509;0.002683;0.014654;0.007018;0.000826
2021-12-06 23:00:00.0;2.7944275466284054;3.1139797273785446;1;0;0;0;0.000574;0;0;0.000574;0;0;0.000861;0;0;0.000574;0;0;0;0.000287;0;0;0;0;0;0;0.001722;0.001148;0;0;0;0;0;0;0;0.000287;0;0;0;0;0;0;0;0.001435;0.001148;0.005452;0;0.000287;0;0;0.049928;0.000287;0.004304;0;0.000574;0;0;0;0;0;0;0;0;0;0;0;0;0.000574;0.000287;0;0.029842;0;0.005739;0;0;0;0.001435;0.003443;0;0;0;0.037303;0;0;0;0;0;0;0;0.002869;0.001148;0.000574;0.018077;0;0;0;0;0;0;0;0;0;0.015782;0;0;0;0;0;0.000287;0.027834;0;0;0;0;0.000287;0.015208;0.020373;0;0.000287;0;0;0;0;0;0;0;0.000287;0.010043;0;0;0;0.000287;0.000287;0;0.073458;0;0.000287;0;0;0.012052;0.060545;0;0.008895;0.024964;0.030416;0.004017;0.008895;0.000287;0.000287;0;0.015495;0;0;0.002582;0;0;0;0;0;0;0.008895;0;0;0.051076;0.026399;0.03472;0.032138;0;0.006887;0;0;0;0.021808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039885;0;0.000287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000287;0;0.001435;0;0.010904;0;0.000287;0;0.000287;0.000287;0;0;0.000574;0;0;0;0;0.000574;0;0.000574;0;0;0.012626;0.055954;0.013486;0.000861;0.008608;0.028121;0;0.012052;0.032425;0.010043;0.016643;0;0;0.000287;0.000287;0.000574;0;0.004878;0;0;0.03759;0;0;0;0;0;0;0.000574;0;0;0;0;0.001435;0.002869;0.009469;0.009182;0.000861
2021-12-07 00:00:00.0;3.13528213166144;4.120100962128627;1;0;0;0;0.001045;0;0;0.000522;0;0;0;0;0.000522;0.000522;0;0;0;0.000522;0;0;0;0;0;0;0.00209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000522;0.00209;0.003657;0.007837;0;0.000522;0;0;0.055904;0.000522;0.004702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017764;0;0.005747;0;0;0;0.002612;0.002612;0;0;0;0.027691;0.000522;0;0;0;0;0;0;0.003657;0.001567;0;0.021421;0;0;0;0;0;0;0.000522;0;0;0.016719;0;0;0;0;0;0;0.019854;0;0;0;0;0.000522;0.011494;0.029781;0;0.001567;0;0;0;0;0;0;0;0;0.003135;0;0;0;0.001567;0.000522;0.001045;0.12278;0;0;0;0;0.016719;0.089864;0;0.006792;0.016719;0.023511;0.00418;0.009927;0.000522;0;0;0.025078;0;0;0.003135;0.001045;0;0;0;0;0;0.003657;0;0;0.03814;0.019331;0.025078;0.021944;0;0.007837;0;0.000522;0;0.016719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001567;0;0.009927;0;0;0;0;0;0;0;0;0;0;0;0.000522;0.00209;0.001045;0.001045;0.000522;0;0.017764;0.055381;0.008882;0.001567;0.010449;0.030303;0;0.00627;0.019854;0.007837;0.012017;0;0;0;0.001045;0.000522;0;0.003657;0;0;0.034483;0;0;0;0;0;0.000522;0.001567;0;0;0;0;0.003657;0.001567;0.019331;0.014629;0.001567
2021-12-07 01:00:00.0;2.7490629011553254;3.376192699074296;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003851;0.001284;0;0;0;0;0;0.062901;0;0.008986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03466;0;0.020539;0;0;0;0.002567;0.002567;0;0;0;0.050064;0;0;0;0;0;0;0;0.006418;0;0.001284;0.029525;0;0;0;0;0.001284;0;0.001284;0;0;0.025674;0;0;0;0;0;0;0.021823;0;0;0;0;0;0.007702;0.041078;0;0.002567;0;0;0;0;0;0;0;0;0.003851;0;0;0;0.001284;0;0;0.065469;0;0;0;0;0.01027;0.091142;0;0.006418;0.01027;0.012837;0.002567;0.006418;0.003851;0.001284;0;0.020539;0;0;0;0.002567;0;0;0;0;0;0.006418;0;0;0.025674;0.016688;0.02439;0.026958;0;0.006418;0;0;0;0.017972;0;0;0;0;0;0;0.001284;0;0.003851;0;0;0;0;0;0;0.03466;0;0;0;0;0;0;0;0.001284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001284;0;0.008986;0;0;0;0;0;0;0;0;0;0;0;0.002567;0;0;0.002567;0;0;0.017972;0.051348;0.002567;0.002567;0.005135;0.021823;0;0.008986;0.014121;0.003851;0.005135;0;0;0;0;0.002567;0;0.011553;0;0;0.05905;0;0;0;0;0;0.001284;0.001284;0;0;0;0.003851;0.003851;0.001284;0.014121;0.016688;0.003851
2021-12-07 02:00:00.0;2.1359335038363163;2.8458889982637627;1;0;0;0;0;0;0;0.007673;0;0;0;0;0;0;0.002558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007673;0.005115;0.002558;0;0.002558;0;0;0.092072;0;0.02046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.038363;0;0.02046;0;0;0;0;0.002558;0;0;0;0.051151;0.002558;0;0.002558;0;0;0;0;0;0;0;0.02046;0;0;0;0;0;0;0;0;0;0.030691;0;0;0;0;0;0;0.035806;0;0;0;0;0.002558;0.007673;0.038363;0;0.007673;0;0;0;0;0;0;0;0;0.005115;0;0;0;0;0;0;0.033248;0;0;0;0;0.025575;0.030691;0;0.002558;0.017903;0.012788;0.005115;0.007673;0;0.002558;0;0.023018;0;0;0.002558;0;0;0;0;0;0.002558;0.002558;0;0;0.025575;0.023018;0.025575;0.02046;0;0.002558;0;0;0;0.01023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.063939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005115;0;0;0;0;0;0;0;0;0;0;0;0.002558;0.002558;0;0;0;0;0.012788;0.071611;0.002558;0;0.002558;0.023018;0;0.002558;0.005115;0;0.002558;0;0;0;0;0.002558;0;0.01023;0;0;0.058824;0;0;0;0;0;0;0;0;0;0;0.002558;0;0;0.028133;0.012788;0.005115
2021-12-07 03:00:00.0;2.351890547263681;5.573713071908187;1;0;0;0;0;0;0;0.00995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.104478;0;0.00995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004975;0;0;0.059701;0;0;0;0;0;0;0.004975;0;0;0;0.039801;0;0;0.004975;0;0;0;0;0;0;0;0.049751;0;0;0;0;0;0;0;0;0;0.039801;0;0;0;0;0;0;0.029851;0;0;0;0;0;0;0.044776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0199;0;0;0;0;0.014925;0.004975;0;0.0199;0.034826;0.014925;0;0;0.004975;0;0.004975;0.0199;0;0;0;0.004975;0;0;0;0;0;0.00995;0;0;0.00995;0.044776;0.014925;0.014925;0;0.004975;0;0;0;0.014925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.084577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.024876;0.054726;0.00995;0;0;0.004975;0;0.004975;0.00995;0.004975;0;0;0;0;0;0;0;0.029851;0;0;0.059701;0;0;0;0;0.004975;0;0;0;0;0;0;0;0.014925;0.004975;0.00995;0.004975
2021-12-07 04:00:00.0;2.911171171171172;3.7973041732448185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004505;0.004505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004505;0;0;0;0;0.117117;0;0.004505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036036;0;0;0;0;0;0;0.009009;0;0;0;0.054054;0;0;0;0;0;0;0;0.009009;0;0;0.022523;0;0;0;0;0;0;0;0;0;0.027027;0;0;0;0;0;0;0.036036;0;0;0;0;0;0.004505;0.009009;0;0.004505;0;0;0;0;0;0;0;0;0.004505;0;0;0;0;0;0;0.040541;0;0;0.004505;0;0.018018;0.013514;0;0.009009;0.036036;0.022523;0;0;0;0.004505;0;0.004505;0;0;0.009009;0;0;0;0;0;0;0;0;0;0.018018;0.022523;0.027027;0.031532;0;0.022523;0;0;0;0.009009;0;0;0;0;0;0;0;0;0;0;0.004505;0;0;0;0;0.058559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004505;0;0;0;0;0.004505;0;0;0;0;0;0;0;0;0;0.004505;0;0;0.031532;0.054054;0.022523;0;0.013514;0.004505;0;0.004505;0.018018;0.018018;0.013514;0;0;0;0;0.004505;0;0;0;0;0.036036;0;0;0;0;0;0;0;0;0;0;0;0.004505;0.009009;0.036036;0.004505;0.004505
2021-12-07 05:00:00.0;3.2083724569640055;4.494807786042932;1;0;0;0;0;0;0;0.00626;0;0;0;0;0;0.00313;0;0;0;0;0;0;0;0;0;0;0.004695;0.001565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004695;0;0;0;0;0.070423;0;0.00313;0.001565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028169;0;0;0;0;0;0.004695;0.004695;0;0;0.001565;0.00939;0;0;0;0.001565;0;0;0;0.00313;0;0;0.00939;0;0;0;0;0;0;0.001565;0;0;0.067293;0;0;0;0;0;0;0.026604;0;0;0;0;0;0.004695;0.001565;0;0.001565;0;0;0.001565;0;0;0;0;0;0.00313;0;0;0;0;0;0;0.143975;0;0;0.001565;0;0.00939;0.001565;0;0.021909;0.01252;0.020344;0.007825;0.001565;0;0.001565;0;0.004695;0.001565;0;0.00939;0.00313;0;0;0;0;0;0.001565;0;0;0.014085;0.043818;0.017214;0.010955;0;0.00939;0;0;0;0.021909;0;0;0;0;0;0;0;0;0.001565;0;0;0;0;0;0;0.100156;0;0.001565;0;0;0;0;0.001565;0;0;0;0;0;0;0;0;0;0;0;0.001565;0;0;0;0;0.001565;0.00313;0;0.001565;0;0.001565;0.001565;0;0;0;0;0;0.001565;0;0.00313;0;0.010955;0;0;0.014085;0.031299;0.00939;0;0.014085;0.00939;0;0.01252;0.020344;0.040689;0.018779;0;0;0;0;0;0;0.00313;0;0;0.010955;0;0;0;0;0;0;0;0;0;0;0;0.004695;0.021909;0.026604;0.004695;0
2021-12-07 06:00:00.0;2.617212212212211;4.133832549018649;1;0;0;0;0;0;0;0.002002;0;0;0;0;0;0.006507;0;0;0;0;0.001001;0;0;0.000501;0.000501;0;0.002503;0;0;0;0.000501;0;0;0;0;0.003003;0;0;0;0;0;0;0.001502;0.003504;0.000501;0.008509;0;0;0;0.000501;0.064565;0;0.001502;0.001001;0;0;0;0;0.000501;0;0;0;0;0;0;0;0;0;0;0;0.01952;0.000501;0.000501;0;0;0;0.007508;0.010511;0;0;0;0.010511;0;0;0.000501;0;0;0;0.000501;0.002002;0.001001;0;0.010511;0.001001;0;0;0;0;0;0;0;0;0.060561;0;0;0;0;0;0;0.022523;0;0;0;0;0;0.011512;0.005005;0;0.003003;0;0;0.000501;0;0;0;0;0;0.006507;0;0.000501;0;0.001001;0;0;0.078579;0;0;0;0;0.006507;0.004004;0;0.028529;0.027528;0.016016;0.014515;0.001502;0;0.002503;0;0.000501;0;0;0.015015;0.002503;0;0;0;0;0;0.002002;0;0;0.014515;0.036537;0.016016;0.011512;0;0.003003;0;0;0;0.031532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10961;0;0;0;0;0;0;0.001502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003003;0;0;0;0;0.000501;0;0;0;0;0;0;0.001001;0.001502;0;0.003504;0;0;0.01952;0.015015;0.012513;0;0.010511;0.00951;0.000501;0.043043;0.035035;0.030531;0.021021;0;0.001001;0;0.000501;0.001502;0;0.003003;0;0;0.012012;0;0;0;0;0;0;0;0;0;0;0.002002;0.002503;0.031532;0.033033;0.006507;0.001502
2021-12-07 07:00:00.0;2.5009597662396073;2.873162894510138;1;0;0;0;0.000899;0;0;0.001124;0;0;0.00045;0;0.000225;0.007642;0;0;0;0;0.000225;0;0;0;0;0;0.006518;0;0;0;0;0;0;0;0;0.000225;0;0;0.000225;0;0;0.000225;0.00045;0.008766;0.004046;0.01461;0;0.000674;0;0;0.035963;0;0.005394;0;0.001124;0;0;0;0;0;0;0.000225;0;0.000225;0;0;0;0.001124;0.000225;0;0.016183;0.000225;0.003147;0;0;0;0.008316;0.011014;0.000225;0;0;0.013037;0;0.000225;0;0;0;0;0;0.003147;0.001573;0.000225;0.008766;0;0;0;0;0;0;0.000225;0;0;0.022027;0;0;0;0;0;0;0.025174;0;0;0;0;0;0.010115;0.004945;0;0.004046;0;0;0;0;0;0;0;0;0.006518;0;0.000225;0;0;0;0;0.050348;0;0;0;0.000225;0.017082;0.021803;0;0.033266;0.037761;0.026523;0.01461;0.001798;0.000674;0.000899;0.000225;0.002248;0;0;0.013936;0.002023;0;0;0;0;0;0.006743;0;0;0.021578;0.033041;0.015734;0.011014;0;0.006294;0;0.00045;0.000225;0.036637;0;0;0;0;0;0;0;0;0;0;0;0.000225;0;0;0;0.069004;0;0;0;0;0;0;0.000899;0;0;0.000225;0;0;0;0;0;0;0;0;0;0;0.00045;0.000225;0.002023;0;0.003372;0;0;0;0;0;0.000225;0;0;0;0;0;0;0.001349;0;0.002023;0;0;0.028546;0.012362;0.013486;0.001124;0.010789;0.017757;0;0.063835;0.050348;0.022702;0.023151;0;0;0;0.00045;0.002248;0;0.006968;0;0;0.014835;0;0;0;0;0;0;0.000225;0;0;0;0.000674;0.001798;0.024949;0.030344;0.007867;0.00045
2021-12-07 08:00:00.0;2.5342661276146905;3.010142161095969;1;0.000176;0;0;0.000352;0;0;0.000352;0;0;0;0;0.000176;0.008613;0;0;0;0.000176;0;0;0;0;0;0;0.004219;0.000879;0;0;0;0;0;0;0;0.001055;0;0;0;0;0;0.000176;0.000527;0.004394;0.002461;0.017754;0;0.000176;0;0;0.030058;0.000352;0.008437;0;0.00123;0;0;0;0;0;0;0;0;0.000176;0.000176;0;0;0.001055;0.000527;0;0.018632;0;0.002109;0;0;0;0.003516;0.008965;0;0;0;0.015117;0;0;0.000176;0;0;0;0;0.004922;0.002461;0;0.01125;0;0;0;0;0;0;0.000176;0;0;0.016699;0;0;0;0;0;0;0.022324;0;0;0;0;0.000176;0.015293;0.005801;0;0.001582;0;0;0.000176;0;0;0;0;0;0.006504;0;0;0;0.000352;0;0;0.02373;0;0;0.000176;0;0.01459;0.027597;0;0.037089;0.03164;0.027597;0.01916;0.003691;0.001055;0.000527;0;0.002637;0;0;0.016523;0.000527;0;0;0.000176;0;0;0.004922;0;0;0.030058;0.037792;0.01916;0.020214;0.000176;0.006504;0;0;0;0.035156;0;0;0;0;0;0;0.000176;0;0.000176;0;0;0.000176;0;0;0;0.044999;0;0;0.000176;0;0;0;0.000527;0;0;0;0;0;0;0;0;0.000176;0;0;0.000352;0;0.000352;0;0.001758;0.000176;0.005098;0;0.000176;0;0;0.000176;0;0;0;0;0;0;0;0.001406;0;0.002637;0;0;0.029882;0.018281;0.016875;0.001055;0.012304;0.020918;0.000176;0.070135;0.05994;0.028124;0.023378;0;0;0;0.000176;0.001934;0;0.011426;0;0;0.016172;0;0;0;0;0;0;0;0;0;0;0.000527;0.004746;0.018808;0.018984;0.00668;0.000527
2021-12-07 09:00:00.0;2.4362141207522234;2.639574437549169;1;0.00033;0;0;0.00099;0.000165;0;0.00066;0;0;0;0;0;0.007753;0;0;0;0;0;0;0;0;0;0;0.004289;0.00066;0;0;0;0;0;0;0;0.000825;0;0;0;0;0;0.000165;0.00066;0.003299;0.00033;0.021775;0.000165;0.001155;0;0;0.027549;0;0.008908;0;0.000495;0;0;0;0;0;0;0;0;0.000165;0.000165;0;0;0.00099;0.000165;0;0.02161;0;0.006104;0;0;0;0.002309;0.007753;0;0;0;0.015012;0;0;0;0;0;0;0;0.002804;0.002145;0.000165;0.016001;0;0;0.000165;0;0;0;0;0;0;0.01996;0;0;0;0;0;0;0.023755;0;0;0;0;0;0.015177;0.005114;0;0.000825;0.000165;0;0;0;0;0.000165;0;0;0.005279;0;0;0;0;0;0;0.016826;0;0;0.000165;0;0.014682;0.034807;0;0.031838;0.031673;0.026229;0.016496;0.003299;0.001485;0.000495;0;0.003464;0;0;0.010063;0.000495;0;0;0;0;0;0.004949;0;0;0.036292;0.039096;0.025569;0.017321;0;0.005609;0.000165;0;0;0.040251;0;0;0;0;0;0;0;0;0.00033;0;0.000165;0.000165;0;0;0;0.0452;0;0;0;0;0;0;0.00066;0;0;0;0.000495;0;0;0;0;0;0.000165;0;0;0;0.00033;0;0.00165;0;0.004454;0;0;0;0;0;0;0;0;0;0;0;0.000165;0.00198;0;0.000495;0;0;0.026394;0.02326;0.013032;0.00033;0.011712;0.019136;0.000165;0.064665;0.057077;0.020455;0.027549;0;0;0;0;0.001815;0;0.009073;0;0.000165;0.012042;0;0;0;0;0;0;0;0;0;0;0;0.003629;0.024084;0.029363;0.011712;0.00066
2021-12-07 10:00:00.0;2.460831875298231;2.6168213939148917;1;0.000318;0;0;0.000795;0;0;0.000477;0;0;0;0;0.000318;0.006362;0;0;0;0.000159;0;0;0;0;0;0;0.004613;0;0;0;0;0;0;0;0;0.000159;0;0;0;0.000159;0;0.000159;0.000477;0.003022;0.000318;0.020837;0;0.001432;0;0;0.028153;0;0.005408;0;0.000477;0;0;0.000159;0.000159;0;0;0;0.000159;0;0;0;0;0.000954;0.000159;0;0.030857;0.000159;0.004295;0;0;0;0.001909;0.009066;0;0.000159;0;0.012247;0;0;0;0;0;0;0;0.003181;0.002068;0;0.015906;0.000159;0.000159;0;0;0;0;0.000159;0;0;0.017178;0;0;0;0;0;0;0.022586;0;0;0;0;0;0.014792;0.004613;0;0.000795;0;0;0.000318;0;0.000159;0;0;0;0.005726;0;0;0;0.000318;0;0;0.019405;0;0;0;0;0.011611;0.038969;0;0.027358;0.033084;0.027835;0.012407;0.004772;0.003499;0.000318;0;0.00334;0.000159;0;0.012407;0.000636;0;0;0;0;0;0.005885;0;0;0.041673;0.038651;0.023541;0.020519;0;0.005885;0;0.000159;0.000159;0.039765;0;0;0;0.000318;0;0;0.000318;0;0;0;0;0;0;0;0;0.041991;0;0;0.000159;0;0;0.000159;0.001432;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000318;0;0.000795;0.000159;0.004136;0;0;0;0;0;0;0;0.000318;0;0;0;0;0.001909;0;0.000795;0;0;0.025131;0.029585;0.012088;0.000159;0.016065;0.022745;0;0.060124;0.062192;0.020837;0.026722;0;0;0.000318;0;0.001272;0;0.010975;0.000318;0;0.012725;0;0;0;0;0;0;0;0;0;0;0.000159;0.003976;0.019087;0.021314;0.006999;0.000318
